net,length_um
_12749_,240.34µm
_09873_,240.29µm
_14387_,240.25µm
_09420_,240.16µm
_12723_,240.16µm
_12910_,240.16µm
_11355_,239.89µm
net999,239.82µm
_09692_,239.76µm
_13278_,239.65µm
_17424_,239.62µm
_09425_,239.58µm
_19583_,239.43µm
_21275_,239.38µm
_09423_,238.98µm
_17466_,238.98µm
_18253_,238.88µm
_07860_,238.71µm
_18251_,238.16µm
net1135,238.16µm
_20457_,238.04µm
net1168,237.92µm
_10342_,237.91µm
net818,237.89µm
_17423_,237.405µm
net519,237.32µm
_05681_,237.3µm
_08452_,237.28µm
_17885_,237.27µm
net1115,237.26µm
_09485_,236.86µm
_18243_,236.68µm
net1933,236.6µm
net2,236.5µm
_08668_,236.33µm
net1088,236.26µm
_08475_,236.24µm
net1149,236.03µm
_09436_,235.985µm
_11141_,235.96µm
_12734_,235.94µm
_03357_,235.87µm
_21019_,235.72µm
net1156,235.21µm
_08262_,235.11µm
_00730_,235.02µm
net449,234.66µm
net986,234.57µm
_06143_,234.35µm
net807,234.35µm
_08834_,234.07µm
_07159_,234.01µm
_08893_,234µm
_05678_,233.94µm
net872,233.9µm
_10642_,233.675µm
net1196,233.55µm
net1292,233.53µm
_18278_,233.36µm
net1123,233.33µm
_06133_,233.28µm
_17321_,233.14µm
_08660_,233.04µm
u_ctrl.tick_count\[2\],232.94µm
_05236_,232.86µm
_00732_,232.84µm
_08040_,232.84µm
_12783_,232.73µm
_07817_,232.64µm
_07270_,232.6µm
_00735_,232.575µm
_17474_,232.46µm
_17370_,232.39µm
_14393_,232.28µm
_09062_,232.1µm
net1084,231.96µm
_12759_,231.85µm
_08030_,231.78µm
net1091,231.78µm
_18870_,231.7µm
net1178,231.635µm
_17509_,231.62µm
_04053_,231.61µm
u_pq.cell_valid_w\[5\]\[0\],231.49µm
_09079_,231.38µm
_17486_,231.36µm
_17929_,231.335µm
_09454_,231.18µm
_20916_,231µm
_07649_,230.92µm
net1087,230.88µm
_18461_,230.86µm
_06587_,230.83µm
_07112_,230.71µm
net1043,230.68µm
_02849_,230.6µm
_08281_,230.55µm
_07829_,230.48µm
_09444_,230.46µm
net556,230.35µm
sq_enq_counter\[13\],230.34µm
net1215,230.27µm
ctrl_cmd_word\[11\],230.21µm
net967,229.86µm
_15465_,229.78µm
net283,229.54µm
_17124_,229.49µm
net450,229.48µm
_06856_,229.45µm
_17365_,229.28µm
u_pq.cell_valid_w\[1\]\[0\],229.19µm
net979,229.08µm
u_pq.cell_key_w\[2\]\[15\],229.02µm
net1190,228.94µm
_06322_,228.82µm
net1008,228.82µm
net1129,228.38µm
_20966_,228.36µm
_07611_,228.29µm
net888,228.28µm
net1045,228.26µm
ctrl_cmd_word\[20\],228.14µm
_17640_,228.105µm
_03001_,228.01µm
net1723,227.99µm
_12726_,227.63µm
net521,227.62µm
_10762_,227.24µm
net1231,227.12µm
net8,227.095µm
_15544_,226.655µm
_10512_,226.63µm
net1281,226.62µm
_03180_,226.58µm
net1271,226.58µm
_03348_,226.56µm
net857,226.49µm
_17429_,226.365µm
_06108_,226.23µm
net1103,226.18µm
net832,226.08µm
net1617,225.91µm
sq_enq_counter\[6\],225.84µm
net830,225.84µm
_03950_,225.71µm
_02850_,225.5µm
_17469_,225.385µm
_16708_,225.28µm
net1247,225.28µm
_20672_,225.12µm
net1080,225.12µm
_17468_,224.975µm
_07027_,224.72µm
net1492,224.72µm
_12767_,224.67µm
_08672_,224.48µm
net1743,224.46µm
_21395_,224.3µm
_09836_,224.13µm
ctrl_cmd_word\[10\],223.91µm
_10482_,223.88µm
net1166,223.56µm
_04307_,223.52µm
_08861_,223.52µm
_20474_,223.37µm
_17073_,223.14µm
net1813,223.14µm
_19438_,222.88µm
_18462_,222.84µm
net70,222.57µm
net585,222.5µm
_08948_,222.2µm
_15947_,222.16µm
ctrl_cmd_word\[12\],222.09µm
_07663_,222.02µm
net611,222µm
net672,221.98µm
net438,221.9µm
_15955_,221.82µm
net132,221.68µm
_04686_,221.62µm
_15495_,221.27µm
_06882_,221.26µm
net1245,221.23µm
net243,221.14µm
_11037_,221.01µm
_07830_,220.925µm
_08689_,220.9µm
u_pq.cell_key_w\[2\]\[12\],220.89µm
_16834_,220.64µm
_09260_,220.54µm
ctrl_cmd_word\[9\],220.45µm
net168,220.34µm
_18297_,220.31µm
net673,220.3µm
_05298_,220.28µm
_06853_,220.24µm
_03999_,220.19µm
net1176,219.94µm
_09245_,219.91µm
_15096_,219.68µm
_17375_,219.595µm
_08486_,219.5µm
_20684_,219.49µm
_17389_,219.395µm
net1301,219.33µm
_07281_,219.325µm
net1188,219.3µm
_17060_,219.15µm
_06276_,219.14µm
_10588_,219.07µm
net1189,219.04µm
_18233_,218.91µm
net838,218.89µm
_10503_,218.835µm
_06895_,218.8µm
_07123_,218.55µm
net1005,218.54µm
_17676_,218.53µm
net1060,218.38µm
net1167,218.28µm
_13448_,218.16µm
_15066_,218.08µm
net1099,218.08µm
net122,217.83µm
_09237_,217.78µm
_17482_,217.72µm
_04796_,217.42µm
net1081,217.35µm
_06864_,217.235µm
_15553_,217.18µm
_08047_,217.16µm
_17148_,217.11µm
_17674_,216.8µm
_08922_,216.56µm
_03974_,216.44µm
net717,216.24µm
_08263_,216.23µm
_08666_,216.1µm
_09462_,216.08µm
_16699_,216.08µm
_08642_,216.07µm
_08258_,216.03µm
net148,216.01µm
_06554_,215.72µm
net1137,215.46µm
u_ctrl.tick_count\[3\],215.425µm
_08876_,215.38µm
net1395,215.35µm
net1050,215.31µm
_08450_,215.25µm
net1069,215.18µm
net799,215.14µm
ctrl_cmd_word\[15\],215.12µm
net1054,215.05µm
_17349_,215.02µm
_12750_,214.99µm
net1765,214.61µm
net1092,214.58µm
_17386_,214.54µm
u_pq.cell_key_w\[2\]\[5\],214.36µm
_00727_,214.2µm
_09833_,214.12µm
_19513_,214.04µm
_03247_,213.56µm
net466,213.36µm
net234,213.32µm
net1006,213.205µm
_13124_,213.11µm
_07821_,213.03µm
_07069_,213µm
_09832_,212.97µm
_04117_,212.68µm
_16686_,212.675µm
_03361_,212.66µm
_17343_,212.645µm
_08652_,212.44µm
_07324_,212.4µm
_18791_,212.32µm
net678,212.22µm
_21375_,212.16µm
_17611_,212.08µm
_06911_,212.01µm
u_ctrl.tick_count\[0\],211.96µm
net1302,211.96µm
_21004_,211.62µm
net131,211.62µm
_17954_,211.6µm
net674,211.58µm
_10481_,211.49µm
_17282_,211.46µm
_19447_,211.31µm
_17595_,211.19µm
net1254,211.17µm
_09421_,211.16µm
u_pq.cell_key_w\[2\]\[13\],211.12µm
net969,211.12µm
_12670_,211.01µm
_17506_,210.78µm
net1009,210.73µm
_09532_,210.72µm
net1134,210.64µm
net331,210.58µm
net1223,210.5µm
net1002,210.46µm
_10989_,210.34µm
_17421_,210.22µm
net520,210.2µm
_06878_,210.13µm
_09698_,210.06µm
_21394_,210.06µm
u_spi.rx_shift\[0\],209.65µm
_17339_,209.6µm
net1268,209.57µm
_03103_,209.5µm
_20891_,209.48µm
_07623_,209.36µm
sq_enq_counter\[10\],209.36µm
_15497_,209.3µm
_05253_,209.16µm
_17483_,208.64µm
_07892_,208.62µm
net1059,208.51µm
_08649_,208.44µm
_07614_,208.32µm
_18349_,208.24µm
_18565_,208.06µm
ctrl_cmd_word2\[22\],208.05µm
net1117,207.92µm
_17614_,207.885µm
_07171_,207.83µm
_07414_,207.82µm
net957,207.7µm
_07865_,207.66µm
net993,207.48µm
net1148,207.04µm
_11823_,207.02µm
net127,206.9µm
net919,206.77µm
u_pq.cell_key_w\[2\]\[4\],206.76µm
_19204_,206.64µm
_18954_,206.5µm
_20789_,206.49µm
_17584_,206.47µm
net1029,206.395µm
net1071,206.35µm
net976,206.24µm
_04008_,206.19µm
_09635_,205.92µm
_19259_,205.84µm
_17291_,205.815µm
_07657_,205.68µm
_09621_,205.65µm
net1020,205.56µm
net522,205.48µm
_06851_,205.44µm
u_pq.cell_key_w\[2\]\[6\],205.42µm
_05256_,205.38µm
net1241,205.36µm
net724,205.24µm
net1068,205.18µm
_07421_,205.12µm
net1257,205.06µm
_07703_,205.02µm
_07814_,204.94µm
net1224,204.92µm
_12944_,204.84µm
_12742_,204.78µm
_06843_,204.65µm
_08687_,204.54µm
u_ctrl.tick_count\[4\],204.48µm
clknet_5_21__leaf_clk,204.18µm
_08671_,204.13µm
_19251_,203.86µm
_07776_,203.73µm
net1256,203.66µm
net1252,203.65µm
_08126_,203.62µm
ctrl_cmd_word2\[31\],203.61µm
_10625_,203.54µm
net1031,203.54µm
_08444_,203.3µm
_00108_,203.24µm
net111,203.17µm
_07097_,203.1µm
_04015_,203.07µm
_07613_,203.06µm
net1213,202.69µm
_11076_,202.67µm
_04344_,202.62µm
net213,202.62µm
net1883,202.27µm
sq_enq_counter\[11\],202.26µm
_17403_,202.24µm
_03303_,202.14µm
_18351_,202.13µm
_04850_,202.03µm
_19464_,201.98µm
_08213_,201.91µm
_17112_,201.89µm
_08253_,201.82µm
_00729_,201.78µm
net765,201.5µm
_00734_,201.44µm
_06866_,201.4µm
_20660_,201.22µm
net452,201.18µm
_10379_,201.16µm
_03858_,201.09µm
_12500_,201µm
u_ctrl.tick_count\[1\],200.88µm
_09164_,200.8µm
net1015,200.64µm
net1039,200.64µm
_03875_,200.6µm
_17137_,200.48µm
_00731_,200.4µm
_05658_,200.11µm
net909,200.085µm
_19827_,200.08µm
net846,200.01µm
_17047_,199.9µm
net1360,199.82µm
net983,199.7µm
_19499_,199.69µm
net1105,199.6µm
_05676_,199.42µm
_07224_,199.42µm
net220,199.21µm
_06588_,199.09µm
net525,199.08µm
_16985_,199.04µm
_10551_,198.84µm
net552,198.84µm
ctrl_cmd_word2\[24\],198.805µm
_10585_,198.66µm
net115,198.64µm
_17460_,198.625µm
net1943,198.24µm
_02852_,198.235µm
_09230_,198.06µm
clknet_leaf_74_clk,198.04µm
u_sq.cnt_mem\[4\]\[28\],197.93µm
_06064_,197.9µm
net1205,197.84µm
_10924_,197.74µm
sq_enq_counter\[12\],197.72µm
_14733_,197.68µm
_17297_,197.56µm
_07098_,197.54µm
_10467_,197.46µm
_12017_,197.45µm
net1013,197.18µm
net1143,197.17µm
_17045_,197.04µm
_08284_,197.03µm
_05744_,197.02µm
_09090_,196.56µm
_15949_,196.34µm
_03283_,196.3µm
_06433_,196.09µm
_15494_,195.85µm
net1063,195.8µm
net477,195.74µm
_19952_,195.455µm
net1066,195.24µm
net1067,195.24µm
_16982_,195.09µm
_07456_,194.96µm
_08650_,194.94µm
_18222_,194.92µm
net1664,194.74µm
_06785_,194.7µm
_09630_,194.645µm
net1300,194.52µm
u_ctrl.tick_count\[10\],194.48µm
net1047,194.39µm
net1062,194.36µm
_19138_,194.33µm
_05546_,194.3µm
net269,194.3µm
net1022,194.22µm
net1848,194.215µm
_03990_,194.03µm
_14544_,193.8µm
_19585_,193.67µm
_06839_,193.55µm
_14397_,193.54µm
net995,193.51µm
_14395_,193.5µm
_18421_,193.38µm
net1358,193.3µm
_17502_,193.23µm
_05687_,193.2µm
_18084_,193.04µm
ctrl_cmd_word2\[27\],192.99µm
_21446_,192.94µm
_07424_,192.74µm
_08878_,192.74µm
net1044,192.69µm
_09432_,192.65µm
_08582_,192.52µm
_10860_,192.52µm
_10526_,192.51µm
net1042,192.46µm
_00680_,192.32µm
_14394_,192.32µm
net1021,192.28µm
net1076,192.215µm
u_ctrl.tick_count\[12\],192.17µm
_19500_,192.08µm
_12416_,191.74µm
_09862_,191.72µm
_06311_,191.68µm
_20713_,191.68µm
net704,191.66µm
_08267_,191.43µm
_10170_,191.38µm
net1077,191.38µm
net1239,191.27µm
_13386_,191.18µm
_02956_,191.16µm
net1163,191.16µm
net1177,191.12µm
u_ctrl.tick_count\[9\],191.02µm
_05329_,191.01µm
_16690_,191µm
net1170,190.95µm
_19506_,190.8µm
ctrl_cmd_word\[16\],190.8µm
net1235,190.78µm
net1361,190.78µm
net495,190.76µm
net1280,190.73µm
_16718_,190.66µm
net57,190.64µm
_20649_,190.54µm
net3,190.48µm
_09663_,190.45µm
_19611_,190.44µm
net1086,190.2µm
ctrl_cmd_word2\[18\],190.18µm
net853,190.15µm
net1027,190.12µm
_09443_,189.9µm
net1183,189.84µm
_10544_,189.82µm
net789,189.78µm
net1199,189.68µm
clknet_leaf_274_clk,189.57µm
_08266_,189.54µm
net47,189.49µm
_12842_,189.48µm
_04804_,189.45µm
_17470_,189.41µm
_10745_,189.34µm
net1104,189.24µm
_07369_,189.2µm
_02851_,189.16µm
_08690_,189.16µm
_20752_,189.16µm
net1028,189.06µm
net102,188.95µm
net975,188.66µm
_17612_,188.565µm
_14381_,188.56µm
_08497_,188.55µm
_18628_,188.54µm
_11799_,188.46µm
_03723_,188.44µm
_07235_,188.34µm
_05527_,188.27µm
_13104_,188.22µm
_09418_,188.18µm
_06306_,188.12µm
net1172,188.08µm
net991,188.02µm
_15109_,187.94µm
_19269_,187.92µm
net1083,187.92µm
_05698_,187.88µm
net1221,187.86µm
net1232,187.58µm
_06045_,187.57µm
net871,187.56µm
_04324_,187.53µm
_09731_,187.51µm
_07048_,187.2µm
net478,187.2µm
_02944_,187.1µm
_10371_,187.08µm
_09668_,187.06µm
_17645_,187µm
_06840_,186.98µm
_10092_,186.97µm
net61,186.68µm
_17264_,186.395µm
_06534_,186.36µm
_16698_,186.36µm
_14123_,186.32µm
_17428_,186.13µm
_19902_,186.1µm
_12616_,185.94µm
_07811_,185.76µm
_16952_,185.57µm
net1228,185.54µm
_06049_,185.53µm
_17609_,185.38µm
net1200,185.32µm
_10592_,185.04µm
_10352_,185.02µm
_01014_,185µm
_10431_,185µm
_19396_,184.96µm
_08251_,184.9µm
_08244_,184.72µm
_08667_,184.7µm
net285,184.7µm
ctrl_cmd_word\[17\],184.4µm
_19774_,184.38µm
_14545_,184.36µm
_08305_,184.29µm
_09231_,184.06µm
net1011,184µm
_03223_,183.72µm
net1273,183.69µm
net1750,183.69µm
_09673_,183.65µm
_12679_,183.64µm
_14384_,183.58µm
net1236,183.53µm
net764,183.525µm
_07911_,183.43µm
_19717_,183.4µm
net962,183.35µm
net1295,183.32µm
_07430_,183.3µm
_21435_,183.29µm
_19042_,183.26µm
_13029_,183.08µm
net1226,182.64µm
_10403_,182.58µm
net1316,182.52µm
_15329_,182.405µm
clknet_leaf_276_clk,182.28µm
_14944_,181.92µm
_13611_,181.9µm
_03038_,181.89µm
net48,181.78µm
net689,181.77µm
_07446_,181.575µm
net1110,181.55µm
_04973_,181.515µm
net1186,181.51µm
_17638_,181.38µm
_07064_,181.22µm
_17304_,181.17µm
_14539_,181.06µm
_16701_,180.98µm
net26,180.93µm
_05286_,180.8µm
_17925_,180.8µm
_04852_,180.6µm
net936,180.54µm
net1079,180.38µm
net1107,180.38µm
_12807_,180.28µm
net804,180.26µm
net971,180.2µm
_17241_,180.04µm
_18299_,180.02µm
net1126,179.94µm
net825,179.895µm
_21175_,179.84µm
_04739_,179.68µm
_18968_,179.66µm
_19856_,179.64µm
_13679_,179.5µm
_19666_,179.36µm
_08026_,179.32µm
_18453_,179.22µm
_09042_,179.2µm
net1007,179.19µm
_09623_,179.13µm
_08520_,179µm
net1263,178.96µm
net863,178.875µm
_09876_,178.87µm
_03986_,178.76µm
net680,178.56µm
_08487_,178.48µm
_13722_,178.28µm
net301,178.28µm
_17503_,178.19µm
net1064,177.96µm
net1000,177.92µm
net1209,177.74µm
_13152_,177.64µm
_19289_,177.58µm
net1222,177.53µm
_03697_,177.48µm
_09815_,177.48µm
_18484_,177.44µm
_06171_,177.4µm
_10798_,177.4µm
sq_enqueue,177.375µm
_00728_,177.34µm
_04694_,177.32µm
_04334_,177.18µm
_08640_,177.14µm
_04276_,177.04µm
net858,177.03µm
clknet_leaf_119_clk,176.88µm
_12766_,176.56µm
net60,176.52µm
_17607_,176.3µm
net516,176.215µm
net1182,176.2µm
_18393_,175.88µm
_08746_,175.87µm
u_pq.cell_key_w\[2\]\[14\],175.67µm
_08219_,175.61µm
_10350_,175.6µm
net1061,175.58µm
_12460_,175.49µm
_16378_,175.18µm
_07603_,175.17µm
net374,175.14µm
net497,175.01µm
_15381_,174.7µm
_19327_,174.57µm
net980,174.52µm
_19253_,174.51µm
_12876_,174.38µm
_09282_,174.27µm
_08455_,174.14µm
_10780_,173.94µm
_12758_,173.93µm
_21104_,173.9µm
_05237_,173.74µm
_03231_,173.68µm
_10456_,173.66µm
net398,173.62µm
net471,173.46µm
_18882_,173.44µm
_06986_,173.41µm
_11878_,173.38µm
_03282_,173.36µm
_13332_,173.33µm
u_ctrl.tick_count\[15\],173.17µm
_19318_,173.04µm
net843,172.98µm
_12690_,172.97µm
_17859_,172.96µm
_21426_,172.94µm
sq_wake_valid,172.8µm
_08877_,172.76µm
_17356_,172.75µm
_05582_,172.72µm
_07818_,172.72µm
_18050_,172.67µm
_10881_,172.64µm
net892,172.57µm
_06972_,172.38µm
_18352_,172.325µm
_03954_,172.28µm
_20905_,172.18µm
_07487_,172.16µm
_17700_,172.12µm
net609,172.1µm
_15106_,172.06µm
net1038,172.06µm
_11965_,171.96µm
_13404_,171.96µm
_04313_,171.88µm
net877,171.86µm
_19689_,171.645µm
net1019,171.6µm
_05679_,171.345µm
_20357_,171.28µm
_18440_,171.22µm
_12663_,171.14µm
_10727_,171.04µm
_15060_,170.88µm
net28,170.23µm
u_pq.cell_key_w\[3\]\[14\],170.14µm
net1458,169.97µm
_12468_,169.88µm
_13662_,169.78µm
u_ctrl.tick_count\[8\],169.61µm
net1023,169.58µm
u_ctrl.tick_count\[13\],169.57µm
_19553_,169.32µm
_15385_,169.21µm
_19792_,169.2µm
_20466_,169.14µm
_17085_,169.12µm
net294,169.08µm
_05534_,169.06µm
net78,168.96µm
net1332,168.94µm
_04827_,168.76µm
u_sq.valid_mem\[2\]\[0\],168.7µm
_20094_,168.54µm
_13224_,168.4µm
net988,168.19µm
_10990_,168.02µm
_13091_,167.92µm
_17399_,167.82µm
net1114,167.82µm
net1516,167.76µm
_08881_,167.54µm
_17377_,167.54µm
_17457_,167.54µm
_09627_,167.53µm
net963,167.46µm
_16264_,167.13µm
_13628_,167.04µm
_10366_,166.96µm
_11013_,166.9µm
_03304_,166.89µm
_12859_,166.76µm
_19394_,166.68µm
_06437_,166.66µm
_21029_,166.5µm
u_pq.cell_key_w\[2\]\[7\],166.26µm
_19624_,166.22µm
net829,166.22µm
_08092_,166.2µm
_12707_,166.2µm
_08832_,166.16µm
u_pq.cell_key_w\[5\]\[6\],166.12µm
net826,166.11µm
_05611_,166.05µm
_04139_,166.03µm
_04468_,166.02µm
_19707_,165.92µm
_14942_,165.8µm
clknet_leaf_77_clk,165.78µm
net1296,165.66µm
net1220,165.38µm
net166,165.36µm
_19027_,165.14µm
u_ctrl.pending_word1\[2\],165.09µm
clknet_leaf_170_clk,165.08µm
_21386_,164.9µm
_07609_,164.86µm
_07643_,164.82µm
net1125,164.74µm
_20801_,164.7µm
_10746_,164.56µm
net472,164.56µm
net827,164.52µm
_04377_,164.45µm
_09422_,164.44µm
net465,164.36µm
_15581_,164.3µm
_20230_,164.06µm
clknet_leaf_137_clk,164.06µm
_16047_,163.92µm
_03967_,163.82µm
_17608_,163.82µm
_11211_,163.78µm
_04151_,163.73µm
_13098_,163.68µm
_16375_,163.68µm
ctrl_cmd_word2\[30\],163.645µm
_15825_,163.64µm
_08054_,163.52µm
_19896_,163.46µm
_17279_,163.42µm
_05680_,163.39µm
_18474_,163.32µm
_04314_,163.28µm
_05590_,163.18µm
net37,163.18µm
_17722_,163.16µm
net7,163.1µm
_05317_,163.01µm
_20734_,162.97µm
_17373_,162.92µm
net1094,162.9µm
net1294,162.9µm
_10214_,162.84µm
_10265_,162.82µm
sq_enq_counter\[29\],162.76µm
net427,162.76µm
net1941,162.76µm
_19664_,162.71µm
_03768_,162.7µm
_06464_,162.7µm
_06932_,162.58µm
net246,162.55µm
_03938_,162.5µm
net1012,162.46µm
_11218_,162.3µm
net1908,162.29µm
net1847,162.08µm
_03313_,161.92µm
_07383_,161.9µm
_10813_,161.9µm
net1555,161.86µm
u_ctrl.tick_count\[11\],161.74µm
net856,161.74µm
net1152,161.72µm
net1155,161.59µm
net1057,161.54µm
net142,161.53µm
_00759_,161.5µm
net1275,161.36µm
_04146_,161.24µm
sq_enq_counter\[24\],161.16µm
net1017,161.07µm
_10344_,161.04µm
u_pq.cell_key_w\[1\]\[4\],161.02µm
_04114_,160.94µm
_19389_,160.94µm
net1957,160.9µm
_07458_,160.88µm
_20280_,160.84µm
_06110_,160.66µm
_18298_,160.62µm
net918,160.62µm
net1072,160.47µm
_19174_,160.43µm
_03963_,160.42µm
u_pq.cell_key_w\[1\]\[7\],160.385µm
_10346_,160.38µm
cmd_word\[14\],160.38µm
_03753_,160.31µm
net1885,160.26µm
net487,160.23µm
_12090_,160.01µm
_13645_,159.99µm
net1258,159.855µm
_17587_,159.8µm
net1918,159.78µm
net801,159.74µm
net769,159.7µm
_15102_,159.695µm
_07268_,159.64µm
_19226_,159.62µm
net515,159.55µm
_07194_,159.5µm
_19329_,159.42µm
net1792,159.42µm
_02848_,159.405µm
_05785_,159.36µm
_11223_,159.32µm
net793,159.26µm
net795,159.19µm
_18418_,159.12µm
net10,159.1µm
net1033,159.085µm
_00656_,159.08µm
net1146,158.93µm
net1890,158.76µm
_10504_,158.7µm
_04127_,158.62µm
_08498_,158.49µm
net1024,158.48µm
_17276_,158.38µm
_10364_,158.3µm
_06317_,158.25µm
net1888,158.18µm
_14389_,158.04µm
_17658_,158µm
_17543_,157.94µm
_05313_,157.9µm
_20116_,157.87µm
net30,157.84µm
_05267_,157.82µm
u_pq.cell_valid_w\[4\]\[0\],157.78µm
net1229,157.78µm
_09064_,157.7µm
_11366_,157.68µm
net1102,157.66µm
_13492_,157.64µm
_18697_,157.45µm
net956,157.45µm
_10694_,157.28µm
net788,157.17µm
u_pq.cell_key_w\[3\]\[7\],157.14µm
sq_enq_counter\[23\],156.94µm
_05266_,156.88µm
u_pq.cell_key_w\[3\]\[15\],156.82µm
_10266_,156.76µm
_15698_,156.71µm
_10363_,156.56µm
u_ctrl.pending_word1\[10\],156.56µm
_16477_,156.5µm
_08084_,156.49µm
net425,156.49µm
_05257_,156.46µm
_10131_,156.46µm
net45,156.45µm
_21013_,156.42µm
_17038_,156.36µm
net424,156.24µm
_20333_,156.16µm
_09861_,156.12µm
net441,156.08µm
_08734_,155.86µm
_07350_,155.82µm
_03123_,155.76µm
_06795_,155.76µm
net448,155.74µm
_08503_,155.72µm
_14552_,155.72µm
_20346_,155.66µm
_07685_,155.6µm
_19262_,155.57µm
net53,155.54µm
_17310_,155.53µm
_21005_,155.46µm
_10141_,155.44µm
_17602_,155.38µm
_02843_,155.36µm
u_ctrl.sched_mode\[0\],155.22µm
_17759_,155.18µm
net426,155.14µm
net978,155.02µm
_12978_,154.99µm
_13696_,154.98µm
net1026,154.95µm
_13543_,154.94µm
_15341_,154.93µm
_18200_,154.9µm
_17185_,154.89µm
net1108,154.55µm
net1922,154.55µm
net1661,154.53µm
net803,154.44µm
_07207_,154.4µm
_10372_,154.36µm
clknet_leaf_160_clk,154.35µm
_03114_,154.26µm
_17022_,154.26µm
net1003,154.22µm
ctrl_cmd_word2\[26\],154.135µm
_03977_,154.06µm
u_pq.cell_key_w\[1\]\[6\],153.99µm
_17391_,153.91µm
_17597_,153.74µm
_10374_,153.68µm
_07053_,153.635µm
net610,153.55µm
_17971_,153.54µm
_05514_,153.52µm
_12494_,153.39µm
_21300_,153.38µm
_09417_,153.22µm
net1761,153.13µm
_05689_,153.04µm
_13107_,152.98µm
_06842_,152.84µm
_09460_,152.77µm
_13594_,152.65µm
net354,152.57µm
_10903_,152.56µm
_07354_,152.54µm
net834,152.41µm
_19150_,152.35µm
net1397,152.29µm
_08657_,152.22µm
u_pq.cell_key_w\[1\]\[5\],152.14µm
_21018_,152.12µm
net505,152.12µm
_09047_,151.98µm
clknet_leaf_146_clk,151.96µm
net848,151.87µm
_10382_,151.84µm
net1025,151.84µm
clknet_leaf_212_clk,151.74µm
_10166_,151.72µm
_19151_,151.7µm
_07357_,151.53µm
_14678_,151.52µm
u_ctrl.pending_task_id\[1\],151.52µm
_07099_,151.36µm
net958,151.34µm
_08639_,151.26µm
net581,151.18µm
_18007_,151.11µm
net984,151.04µm
net1203,151µm
net55,150.95µm
clknet_leaf_127_clk,150.8µm
net1036,150.66µm
clknet_leaf_124_clk,150.6µm
ctrl_cmd_word\[24\],150.55µm
_13242_,150.52µm
_00767_,150.5µm
_05595_,150.5µm
_19434_,150.5µm
_05332_,150.48µm
_05262_,150.44µm
_14943_,150.36µm
net981,150.2µm
net56,150.13µm
ctrl_cmd_word2\[28\],150.045µm
_15161_,150.04µm
_14646_,149.98µm
_06364_,149.96µm
_04828_,149.9µm
_17485_,149.84µm
_13188_,149.65µm
_20795_,149.62µm
net932,149.56µm
clknet_leaf_133_clk,149.48µm
_08313_,149.47µm
net460,149.34µm
net1530,149.33µm
_18286_,149.3µm
_20000_,149.27µm
net987,149.215µm
_03097_,149.06µm
_21076_,149.04µm
net997,149.02µm
